threshold,precision,recall,f1,fpr,pr_auc,roc_auc,tn,fp,fn,tp
0.133,0.49733209604454237,0.9997668182348141,0.6642395135365428,0.9740391099123399,0.7775718365666853,0.7532717644896667,231,8667,2,8575
0.134,0.4977073538800859,0.9997668182348141,0.6645741300472758,0.9725781074398742,0.7775718365666853,0.7532717644896667,244,8654,2,8575
0.135,0.49793856338191744,0.9997668182348141,0.6647802155205831,0.9716790289952798,0.7775718365666853,0.7532717644896667,252,8646,2,8575
0.136,0.49802532233708907,0.9997668182348141,0.6648575305291724,0.971341874578557,0.7775718365666853,0.7532717644896667,255,8643,2,8575
0.137,0.49816998779991867,0.9997668182348141,0.6649864288483909,0.9707799505506856,0.7775718365666853,0.7532717644896667,260,8638,2,8575
0.138,0.4983435047951177,0.9996502273522211,0.6651151966488247,0.9699932569116655,0.7775718365666853,0.7532717644896667,267,8631,3,8574
0.139,0.4983724715182516,0.9996502273522211,0.6651409953066212,0.9698808721060913,0.7775718365666853,0.7532717644896667,268,8630,3,8574
0.14,0.49848837209302327,0.9996502273522211,0.6652442099546108,0.9694313328837941,0.7775718365666853,0.7532717644896667,272,8626,3,8574
0.14100000000000001,0.49860432658757853,0.9996502273522211,0.6653474566406705,0.968981793661497,0.7775718365666853,0.7532717644896667,276,8622,3,8574
0.14200000000000002,0.4987783595113438,0.9996502273522211,0.6655023867737804,0.9683074848280513,0.7775718365666853,0.7532717644896667,282,8616,3,8574
0.14300000000000002,0.49901059248050283,0.9996502273522211,0.6657090725571645,0.9674084063834569,0.7775718365666853,0.7532717644896667,290,8608,3,8574
0.14400000000000002,0.49924304180738327,0.9996502273522211,0.6659158867616792,0.9665093279388627,0.7775718365666853,0.7532717644896667,298,8600,3,8574
0.145,0.49933026614640963,0.9996502273522211,0.6659934752213764,0.9661721735221398,0.7775718365666853,0.7532717644896667,301,8597,3,8574
0.146,0.49941745310497493,0.9995336364696281,0.6660451384842482,0.9657226342998426,0.7775718365666853,0.7532717644896667,305,8593,4,8573
0.147,0.49944654820856393,0.9995336364696281,0.6660710123533525,0.9656102494942683,0.7775718365666853,0.7532717644896667,306,8592,4,8573
0.148,0.49956296253132104,0.9995336364696281,0.6661745279353486,0.9651607102719713,0.7775718365666853,0.7532717644896667,310,8588,4,8573
0.149,0.4997085567731406,0.9995336364696281,0.666303967667975,0.9645987862440998,0.7775718365666853,0.7532717644896667,315,8583,4,8573
0.15,0.499854235904612,0.9995336364696281,0.6664334577114428,0.9640368622162284,0.7775718365666853,0.7532717644896667,320,8578,4,8573
0.151,0.5,0.9995336364696281,0.66656299809509,0.9634749381883569,0.7775718365666853,0.7532717644896667,325,8573,4,8573
0.152,0.500145883176752,0.9993004547044421,0.6666407404526717,0.9626882445493369,0.7775718365666853,0.7532717644896667,332,8566,6,8571
0.153,0.500262651024339,0.9993004547044421,0.6667444574095682,0.9622387053270398,0.7775718365666853,0.7532717644896667,336,8562,6,8571
0.154,0.5004963503649635,0.9993004547044421,0.6669519881721268,0.9613396268824455,0.7775718365666853,0.7532717644896667,344,8554,6,8571
0.155,0.5007596120135561,0.9991838638218491,0.6671597057335252,0.9602157788267026,0.7775718365666853,0.7532717644896667,354,8544,7,8570
0.156,0.500788966162118,0.9990672729392561,0.6671597633136096,0.959991009215554,0.7775718365666853,0.7532717644896667,356,8542,8,8569
0.157,0.5009646302250804,0.9990672729392561,0.6673156296238612,0.9593167003821084,0.7775718365666853,0.7532717644896667,362,8536,8,8569
0.158,0.5011990407673861,0.9990672729392561,0.6675235646958011,0.958417621937514,0.7775718365666853,0.7532717644896667,370,8528,8,8569
0.159,0.5012579720320637,0.9988340911740702,0.6675237649992208,0.9579680827152169,0.7775718365666853,0.7532717644896667,374,8524,10,8567
0.16,0.5014633575275111,0.9988340911740702,0.66770585713729,0.9571813890761969,0.7775718365666853,0.7532717644896667,381,8517,10,8567
0.161,0.5016693024073098,0.9986009094088842,0.6678362573099416,0.9561699258260283,0.7775718365666853,0.7532717644896667,390,8508,12,8565
0.162,0.5018456670768149,0.9986009094088842,0.6679925128685072,0.9554956169925826,0.7775718365666853,0.7532717644896667,396,8502,12,8565
0.163,0.5019348030018762,0.9981345458785122,0.6679670736940663,0.9547089233535626,0.7775718365666853,0.7532717644896667,403,8495,16,8561
0.164,0.5019060465661838,0.9977847732307333,0.667863274543468,0.954484153742414,0.7775718365666853,0.7532717644896667,405,8493,19,8558
0.165,0.5020238165073033,0.9977847732307333,0.6679675304402123,0.9540346145201168,0.7775718365666853,0.7532717644896667,409,8489,19,8558
0.166,0.5023482446870964,0.9976681823481404,0.6682284955683104,0.9526859968532254,0.7775718365666853,0.7532717644896667,421,8477,20,8557
0.167,0.5025550660792951,0.9975515914655474,0.6683852823998125,0.9517869184086312,0.7775718365666853,0.7532717644896667,429,8469,21,8556
0.168,0.5026442590198613,0.9973184097003615,0.6684117991795272,0.9512249943807597,0.7775718365666853,0.7532717644896667,434,8464,23,8554
0.169,0.5027039736656478,0.9970852279351755,0.6684122083707843,0.9507754551584626,0.7775718365666853,0.7532717644896667,438,8460,25,8552
0.17,0.5027335253659397,0.9970852279351755,0.6684383304674067,0.9506630703528883,0.7775718365666853,0.7532717644896667,439,8459,25,8552
0.171,0.5028521023228463,0.9969686370525825,0.6685169259635682,0.9501011463250169,0.7775718365666853,0.7532717644896667,444,8454,26,8551
0.17200000000000001,0.5031479847013828,0.9969686370525825,0.6687783513217581,0.948977298269274,0.7775718365666853,0.7532717644896667,454,8444,26,8551
0.17300000000000001,0.5031783402001178,0.9967354552873965,0.668752689013181,0.9486401438525511,0.7775718365666853,0.7532717644896667,457,8441,28,8549
0.17400000000000002,0.5032083357861894,0.9966188644048035,0.6687529338131747,0.9484153742414025,0.7775718365666853,0.7532717644896667,459,8439,29,8548
0.17500000000000002,0.5033861374477357,0.9966188644048035,0.6689099303544879,0.9477410654079569,0.7775718365666853,0.7532717644896667,465,8433,29,8548
0.176,0.5034754948162111,0.9965022735222105,0.668962548428756,0.9472915261856597,0.7775718365666853,0.7532717644896667,469,8429,30,8547
0.177,0.5035352345038887,0.9963856826396176,0.6689890015264784,0.9469543717689368,0.7775718365666853,0.7532717644896667,472,8426,31,8546
0.178,0.5036246832085813,0.9962690917570246,0.6690416536172877,0.9465048325466396,0.7775718365666853,0.7532717644896667,476,8422,32,8545
0.179,0.5036844897718564,0.9961525008744316,0.6690681284259985,0.9461676781299169,0.7775718365666853,0.7532717644896667,479,8419,33,8544
0.18,0.5037744751120548,0.9959193191092457,0.6690948968002193,0.9456057541020454,0.7775718365666853,0.7532717644896667,484,8414,35,8542
0.181,0.503834808259587,0.9956861373440596,0.6690954675441688,0.9451562148797482,0.7775718365666853,0.7532717644896667,488,8410,37,8540
0.182,0.5039239983477901,0.9956861373440596,0.6691741106409653,0.9448190604630254,0.7775718365666853,0.7532717644896667,491,8407,37,8540
0.183,0.5038375250915103,0.9949865920485018,0.6689398393102098,0.9444819060463026,0.7775718365666853,0.7532717644896667,494,8404,43,8534
0.184,0.5038974843510098,0.9948700011659088,0.6689663282505585,0.9441447516295797,0.7775718365666853,0.7532717644896667,497,8401,44,8533
0.185,0.5038993264799716,0.9944036376355369,0.6688624867662627,0.9436952124072825,0.7775718365666853,0.7532717644896667,501,8397,48,8529
0.186,0.5039593428672734,0.9942870467529439,0.6688889760382759,0.9433580579905597,0.7775718365666853,0.7532717644896667,504,8394,49,8528
0.187,0.5041688841582402,0.9940538649877579,0.669020715630885,0.9423465947403911,0.7775718365666853,0.7532717644896667,513,8385,51,8526
0.188,0.5040520556048507,0.9934709105747931,0.6687858095910839,0.9422342099348168,0.7775718365666853,0.7532717644896667,514,8384,56,8521
0.189,0.5041434828933349,0.9930045470444211,0.6687605512151074,0.9414475162957968,0.7775718365666853,0.7532717644896667,521,8377,60,8517
0.19,0.5042932433232664,0.9928879561618281,0.6688658498272071,0.940773207462351,0.7775718365666853,0.7532717644896667,527,8371,61,8516
0.191,0.5042947692672235,0.9925381835140492,0.668787807369,0.9404360530456283,0.7775718365666853,0.7532717644896667,530,8368,64,8513
0.192,0.5043849253377578,0.9924215926314562,0.6688406081797824,0.9399865138233311,0.7775718365666853,0.7532717644896667,534,8364,65,8512
0.193,0.5044148148148148,0.9924215926314562,0.6688668866886689,0.9398741290177568,0.7775718365666853,0.7532717644896667,535,8363,65,8512
0.194,0.5044756654217796,0.9921884108662703,0.6688674054861274,0.9394245897954596,0.7775718365666853,0.7532717644896667,539,8359,67,8510
0.195,0.5046573716997923,0.9917220473358983,0.6689210443535701,0.9383007417397168,0.7775718365666853,0.7532717644896667,549,8349,71,8506
0.196,0.5047494656851105,0.9912556838055264,0.6688957948153103,0.9375140481006968,0.7775718365666853,0.7532717644896667,556,8342,75,8502
0.197,0.5047200617467197,0.9911390929229335,0.6688434303697874,0.9375140481006968,0.7775718365666853,0.7532717644896667,556,8342,76,8501
0.198,0.5048710942140905,0.9909059111577475,0.668922907402306,0.9367273544616768,0.7775718365666853,0.7532717644896667,563,8335,78,8499
0.199,0.5049016695383518,0.9907893202751544,0.6689231738035264,0.9365025848505282,0.7775718365666853,0.7532717644896667,565,8333,79,8498
0.2,0.563898811693519,0.9018304768567098,0.6939086749798152,0.672285906945381,0.7775718365666853,0.7532717644896667,2916,5982,842,7735
0.201,0.5639454293426717,0.901247522443745,0.6937713157422366,0.6717239829175096,0.7775718365666853,0.7532717644896667,2921,5977,847,7730
0.202,0.564014598540146,0.9008977497959659,0.6937199802486871,0.6712744436952124,0.7775718365666853,0.7532717644896667,2925,5973,850,7727
0.203,0.5640969484596291,0.9008977497959659,0.6937822671156004,0.6710496740840638,0.7775718365666853,0.7532717644896667,2927,5971,850,7727
0.20400000000000001,0.564321718167872,0.90066456803078,0.6938830503907302,0.6702629804450438,0.7775718365666853,0.7532717644896667,2934,5964,852,7725
0.20500000000000002,0.5644454186760193,0.90066456803078,0.6939765530251987,0.669925826028321,0.7775718365666853,0.7532717644896667,2937,5961,852,7725
0.20600000000000002,0.5646293317736512,0.900431386265594,0.6940462817344416,0.6692515171948753,0.7775718365666853,0.7532717644896667,2943,5955,854,7723
0.20700000000000002,0.5650106094973293,0.9003147953830011,0.6942995864053229,0.6681276691391324,0.7775718365666853,0.7532717644896667,2953,5945,855,7722
0.20800000000000002,0.5658164761067136,0.9000816136178151,0.6948382161018856,0.6657675882220724,0.7775718365666853,0.7532717644896667,2974,5924,857,7720
0.209,0.565899428236329,0.9000816136178151,0.6949007606102885,0.6655428186109238,0.7775718365666853,0.7532717644896667,2976,5922,857,7720
0.21,0.5659505828873085,0.899965022735222,0.6949045732805185,0.6653180489997752,0.7775718365666853,0.7532717644896667,2978,5920,858,7719
0.211,0.5658744131455399,0.8993820683222572,0.6946733306317258,0.6650932793886266,0.7775718365666853,0.7532717644896667,2980,5918,863,7714
0.212,0.5667352638541819,0.8990322956744783,0.6952170581075598,0.662508428860418,0.7775718365666853,0.7532717644896667,3003,5895,866,7711
0.213,0.5667548889869137,0.8987991139092923,0.6951620902655666,0.6622836592492695,0.7775718365666853,0.7532717644896667,3005,5893,868,7709
0.214,0.5669071102605624,0.8979829777311414,0.6950322609754999,0.6612721959991009,0.7775718365666853,0.7532717644896667,3014,5884,875,7702
